customer_id,device,login_status,timestamp
424,Mobile,Failed,2025-09-17 10:17:47.375713
582,Mobile,Success,2025-11-11 10:17:47.375714
513,Mobile,Failed,2025-11-21 10:17:47.375716
281,Mobile,Failed,2026-05-12 10:17:47.375717
224,Desktop,Success,2025-12-20 10:17:47.375719
995,Desktop,Success,2025-08-09 10:17:47.375725
138,Desktop,Failed,2025-10-18 10:17:47.375727
348,Desktop,Failed,2025-09-24 10:17:47.375729
69,Mobile,Failed,2025-12-04 10:17:47.375730
962,Mobile,Failed,2025-06-10 10:17:47.375732
823,Desktop,Success,2025-08-14 10:17:47.375733
482,Mobile,Success,2025-07-08 10:17:47.375735
849,Mobile,Failed,2025-06-17 10:17:47.375737
526,Desktop,Failed,2025-10-01 10:17:47.375738
749,Desktop,Failed,2025-11-28 10:17:47.375740
607,Mobile,Success,2026-05-02 10:17:47.375741
853,Desktop,Success,2026-04-20 10:17:47.375743
332,Mobile,Success,2026-03-05 10:17:47.375745
600,Desktop,Success,2025-09-08 10:17:47.375746
850,Mobile,Success,2025-09-19 10:17:47.375748
144,Mobile,Failed,2025-10-14 10:17:47.375750
775,Mobile,Failed,2025-10-25 10:17:47.375751
216,Mobile,Success,2025-10-13 10:17:47.375753
862,Desktop,Failed,2025-06-27 10:17:47.375755
341,Desktop,Failed,2025-10-01 10:17:47.375756
904,Mobile,Success,2025-09-07 10:17:47.375758
971,Mobile,Failed,2025-12-04 10:17:47.375759
998,Desktop,Failed,2025-12-31 10:17:47.375761
462,Desktop,Success,2026-03-21 10:17:47.375763
954,Desktop,Success,2026-05-19 10:17:47.375764
663,Desktop,Failed,2025-09-04 10:17:47.375766
959,Desktop,Failed,2025-08-30 10:17:47.375768
499,Desktop,Success,2026-03-17 10:17:47.375769
649,Desktop,Failed,2025-07-04 10:17:47.375771
684,Mobile,Success,2026-01-15 10:17:47.375772
376,Mobile,Failed,2025-12-24 10:17:47.375774
567,Desktop,Success,2026-02-10 10:17:47.375776
774,Mobile,Success,2026-04-15 10:17:47.375777
829,Desktop,Success,2025-07-16 10:17:47.375779
456,Desktop,Failed,2026-02-28 10:17:47.375781
996,Desktop,Success,2025-07-01 10:17:47.375782
508,Mobile,Success,2025-08-23 10:17:47.375784
84,Mobile,Failed,2025-06-04 10:17:47.375785
677,Mobile,Success,2025-11-06 10:17:47.375787
991,Mobile,Failed,2025-10-29 10:17:47.375789
465,Desktop,Success,2025-06-15 10:17:47.375790
260,Desktop,Failed,2026-02-17 10:17:47.375792
80,Desktop,Success,2026-01-12 10:17:47.375794
692,Desktop,Failed,2026-02-27 10:17:47.375796
294,Desktop,Failed,2026-04-07 10:17:47.375797
334,Mobile,Failed,2025-11-21 10:17:47.375799
808,Mobile,Success,2026-04-22 10:17:47.375800
157,Desktop,Success,2026-02-08 10:17:47.375802
358,Desktop,Failed,2026-04-08 10:17:47.375803
997,Mobile,Failed,2026-01-09 10:17:47.375805
311,Mobile,Failed,2025-11-20 10:17:47.375806
827,Mobile,Success,2025-12-03 10:17:47.375808
186,Desktop,Failed,2026-01-25 10:17:47.375809
204,Mobile,Success,2025-07-13 10:17:47.375811
709,Mobile,Failed,2025-10-27 10:17:47.375812
186,Mobile,Success,2025-10-13 10:17:47.375814
546,Mobile,Failed,2026-03-29 10:17:47.375815
553,Mobile,Success,2026-02-27 10:17:47.375817
377,Desktop,Success,2026-01-23 10:17:47.375818
94,Desktop,Failed,2026-05-22 10:17:47.375819
410,Desktop,Success,2026-02-18 10:17:47.375821
693,Desktop,Success,2026-02-05 10:17:47.375822
860,Desktop,Success,2025-09-06 10:17:47.375824
59,Mobile,Success,2025-08-22 10:17:47.375825
751,Desktop,Success,2025-10-12 10:17:47.375827
418,Desktop,Success,2025-10-12 10:17:47.375828
43,Mobile,Success,2026-01-20 10:17:47.375830
422,Desktop,Success,2025-08-09 10:17:47.375831
307,Desktop,Success,2026-05-15 10:17:47.375833
188,Desktop,Failed,2025-11-16 10:17:47.375834
33,Desktop,Success,2026-03-22 10:17:47.375836
140,Desktop,Failed,2025-11-11 10:17:47.375837
211,Mobile,Success,2025-10-08 10:17:47.375839
178,Desktop,Success,2026-03-29 10:17:47.375840
464,Desktop,Failed,2026-01-23 10:17:47.375842
268,Mobile,Failed,2025-08-08 10:17:47.375844
886,Mobile,Success,2026-02-02 10:17:47.375845
399,Mobile,Success,2026-03-30 10:17:47.375847
998,Desktop,Failed,2025-10-15 10:17:47.375848
677,Mobile,Failed,2025-11-19 10:17:47.375850
233,Mobile,Success,2025-08-16 10:17:47.375851
808,Desktop,Success,2026-03-07 10:17:47.375853
352,Mobile,Success,2026-03-04 10:17:47.375854
527,Desktop,Success,2025-06-06 10:17:47.375855
451,Mobile,Failed,2025-11-20 10:17:47.375857
167,Desktop,Success,2026-05-29 10:17:47.375858
50,Mobile,Failed,2026-04-19 10:17:47.375860
149,Mobile,Failed,2025-12-07 10:17:47.375861
163,Desktop,Failed,2025-11-10 10:17:47.375863
57,Desktop,Success,2026-01-27 10:17:47.375864
396,Desktop,Failed,2025-11-20 10:17:47.375866
544,Mobile,Failed,2025-09-20 10:17:47.375867
727,Mobile,Success,2025-12-19 10:17:47.375868
6,Desktop,Failed,2026-01-08 10:17:47.375870
72,Desktop,Success,2026-05-11 10:17:47.375871
415,Desktop,Success,2025-11-21 10:17:47.375873
705,Mobile,Failed,2026-03-04 10:17:47.375874
858,Mobile,Success,2026-01-23 10:17:47.375876
818,Desktop,Success,2025-12-17 10:17:47.375877
604,Mobile,Success,2025-08-29 10:17:47.375879
203,Mobile,Success,2026-02-11 10:17:47.375880
409,Desktop,Success,2025-12-23 10:17:47.375882
311,Mobile,Success,2025-10-13 10:17:47.375883
536,Mobile,Failed,2025-08-09 10:17:47.375889
471,Mobile,Success,2025-11-13 10:17:47.375891
252,Mobile,Success,2026-01-08 10:17:47.375893
104,Mobile,Failed,2025-08-28 10:17:47.375894
383,Desktop,Success,2026-05-10 10:17:47.375896
288,Desktop,Success,2026-03-15 10:17:47.375897
841,Mobile,Failed,2025-06-29 10:17:47.375899
381,Desktop,Failed,2025-07-30 10:17:47.375900
392,Desktop,Failed,2025-10-09 10:17:47.375902
570,Mobile,Success,2025-12-08 10:17:47.375903
619,Desktop,Success,2025-09-11 10:17:47.375905
435,Desktop,Success,2026-03-23 10:17:47.375906
396,Mobile,Failed,2025-11-22 10:17:47.375908
894,Desktop,Success,2026-01-08 10:17:47.375909
779,Mobile,Failed,2025-11-24 10:17:47.375911
509,Desktop,Success,2026-01-23 10:17:47.375912
669,Mobile,Failed,2025-08-30 10:17:47.375914
988,Mobile,Failed,2025-11-29 10:17:47.375915
344,Mobile,Failed,2025-06-10 10:17:47.375917
243,Desktop,Failed,2025-09-27 10:17:47.375918
91,Mobile,Success,2025-09-22 10:17:47.375920
368,Desktop,Failed,2025-11-14 10:17:47.375921
791,Mobile,Failed,2026-02-27 10:17:47.375923
256,Mobile,Success,2026-01-12 10:17:47.375924
900,Desktop,Success,2025-11-11 10:17:47.375926
992,Mobile,Success,2026-05-09 10:17:47.375927
262,Desktop,Success,2025-08-30 10:17:47.375929
973,Mobile,Success,2026-01-22 10:17:47.375930
158,Desktop,Failed,2026-04-19 10:17:47.375932
426,Desktop,Success,2026-05-02 10:17:47.375933
50,Mobile,Failed,2026-04-17 10:17:47.375935
700,Desktop,Success,2025-06-18 10:17:47.375936
302,Desktop,Success,2025-08-10 10:17:47.375938
202,Mobile,Success,2025-09-14 10:17:47.375939
622,Mobile,Success,2026-01-26 10:17:47.375941
979,Desktop,Failed,2025-09-13 10:17:47.375942
900,Mobile,Success,2025-08-12 10:17:47.375944
708,Mobile,Success,2025-10-10 10:17:47.375946
798,Desktop,Success,2025-08-05 10:17:47.375947
132,Mobile,Failed,2026-03-22 10:17:47.375949
78,Desktop,Success,2026-01-01 10:17:47.375950
78,Desktop,Success,2026-05-05 10:17:47.375952
272,Desktop,Success,2026-03-12 10:17:47.375953
495,Desktop,Success,2026-03-14 10:17:47.375955
986,Mobile,Failed,2026-03-16 10:17:47.375956
611,Desktop,Success,2025-11-03 10:17:47.375958
964,Desktop,Success,2026-03-26 10:17:47.375959
895,Mobile,Success,2025-08-29 10:17:47.375961
383,Mobile,Success,2026-01-31 10:17:47.375962
594,Mobile,Failed,2026-02-22 10:17:47.375964
193,Mobile,Success,2025-12-15 10:17:47.375965
204,Mobile,Success,2026-05-21 10:17:47.375967
383,Mobile,Failed,2025-08-23 10:17:47.375968
13,Mobile,Failed,2025-09-07 10:17:47.375970
903,Mobile,Failed,2025-07-03 10:17:47.375971
732,Mobile,Failed,2025-08-24 10:17:47.375973
188,Mobile,Success,2025-10-28 10:17:47.375974
295,Mobile,Success,2026-03-13 10:17:47.375976
770,Desktop,Success,2026-03-10 10:17:47.375977
526,Desktop,Failed,2026-05-01 10:17:47.375979
43,Desktop,Success,2025-06-24 10:17:47.375980
250,Mobile,Success,2025-08-22 10:17:47.375982
409,Mobile,Success,2026-04-03 10:17:47.375983
641,Mobile,Success,2026-01-08 10:17:47.375985
3,Mobile,Success,2025-06-09 10:17:47.375987
774,Desktop,Success,2026-05-24 10:17:47.375988
893,Desktop,Success,2025-11-05 10:17:47.375990
329,Desktop,Success,2025-09-19 10:17:47.375991
345,Desktop,Failed,2026-02-05 10:17:47.375992
608,Mobile,Success,2026-05-16 10:17:47.375994
690,Mobile,Success,2025-10-12 10:17:47.375995
16,Desktop,Failed,2025-09-09 10:17:47.375997
654,Mobile,Success,2026-05-14 10:17:47.375998
914,Desktop,Success,2026-04-30 10:17:47.376000
758,Desktop,Failed,2026-03-18 10:17:47.376001
4,Mobile,Failed,2025-06-28 10:17:47.376003
801,Mobile,Failed,2026-04-02 10:17:47.376004
803,Mobile,Failed,2026-05-20 10:17:47.376006
403,Mobile,Failed,2025-10-27 10:17:47.376007
20,Mobile,Failed,2025-11-22 10:17:47.376009
886,Mobile,Failed,2026-02-10 10:17:47.376010
999,Desktop,Success,2025-12-09 10:17:47.376012
829,Desktop,Failed,2025-11-16 10:17:47.376013
536,Desktop,Success,2025-12-29 10:17:47.376014
32,Desktop,Failed,2025-12-12 10:17:47.376016
129,Mobile,Failed,2026-03-31 10:17:47.376017
919,Mobile,Success,2025-08-19 10:17:47.376019
934,Mobile,Success,2026-03-01 10:17:47.376020
299,Desktop,Failed,2026-01-27 10:17:47.376022
57,Desktop,Failed,2026-01-02 10:17:47.376024
868,Mobile,Success,2026-01-22 10:17:47.376025
59,Desktop,Failed,2025-11-12 10:17:47.376027
486,Mobile,Success,2026-02-13 10:17:47.376028
454,Desktop,Success,2026-03-06 10:17:47.376030
289,Mobile,Failed,2025-07-06 10:17:47.376031
478,Desktop,Success,2026-05-19 10:17:47.376033
424,Desktop,Failed,2026-04-22 10:17:47.376034
752,Mobile,Success,2025-06-18 10:17:47.376036
727,Mobile,Failed,2025-09-18 10:17:47.376037
533,Desktop,Success,2025-11-16 10:17:47.376039
849,Mobile,Failed,2026-02-07 10:17:47.376040
213,Mobile,Failed,2026-02-05 10:17:47.376042
349,Desktop,Success,2025-09-05 10:17:47.376043
880,Mobile,Success,2025-09-23 10:17:47.376044
456,Desktop,Failed,2025-07-18 10:17:47.376051
818,Desktop,Success,2025-12-04 10:17:47.376052
29,Desktop,Failed,2026-02-04 10:17:47.376054
861,Desktop,Success,2025-12-23 10:17:47.376055
298,Desktop,Success,2025-07-25 10:17:47.376057
668,Desktop,Success,2025-12-08 10:17:47.376058
121,Mobile,Failed,2026-05-29 10:17:47.376060
337,Mobile,Failed,2025-07-15 10:17:47.376061
459,Mobile,Success,2025-07-09 10:17:47.376063
351,Desktop,Success,2026-05-02 10:17:47.376064
388,Mobile,Failed,2026-02-12 10:17:47.376065
412,Mobile,Failed,2026-05-06 10:17:47.376067
649,Desktop,Failed,2026-03-13 10:17:47.376069
293,Mobile,Failed,2025-08-20 10:17:47.376070
822,Mobile,Failed,2025-06-22 10:17:47.376072
10,Desktop,Failed,2026-01-28 10:17:47.376073
893,Mobile,Success,2025-11-22 10:17:47.376074
703,Mobile,Failed,2026-03-18 10:17:47.376076
935,Desktop,Failed,2025-11-17 10:17:47.376077
460,Mobile,Success,2025-08-18 10:17:47.376079
362,Desktop,Success,2025-11-30 10:17:47.376080
633,Mobile,Failed,2025-10-11 10:17:47.376082
174,Mobile,Success,2025-06-12 10:17:47.376083
215,Mobile,Failed,2026-05-11 10:17:47.376085
786,Desktop,Failed,2025-06-09 10:17:47.376087
493,Desktop,Success,2026-01-16 10:17:47.376088
10,Desktop,Success,2025-06-29 10:17:47.376090
561,Mobile,Failed,2025-12-25 10:17:47.376091
616,Mobile,Success,2025-06-30 10:17:47.376093
863,Mobile,Failed,2025-09-16 10:17:47.376094
712,Mobile,Success,2026-01-14 10:17:47.376096
987,Desktop,Failed,2025-12-26 10:17:47.376101
809,Desktop,Failed,2025-11-05 10:17:47.376103
945,Desktop,Failed,2026-03-04 10:17:47.376104
999,Mobile,Failed,2025-06-21 10:17:47.376106
655,Desktop,Success,2025-09-19 10:17:47.376107
812,Desktop,Failed,2026-04-16 10:17:47.376109
551,Mobile,Failed,2025-10-26 10:17:47.376110
420,Mobile,Failed,2025-11-18 10:17:47.376112
763,Desktop,Success,2025-07-24 10:17:47.376113
253,Mobile,Success,2025-11-29 10:17:47.376115
574,Mobile,Success,2026-01-24 10:17:47.376116
946,Mobile,Success,2026-01-17 10:17:47.376117
726,Desktop,Failed,2025-11-12 10:17:47.376119
252,Desktop,Success,2025-10-29 10:17:47.376120
216,Mobile,Success,2025-10-01 10:17:47.376122
312,Desktop,Success,2026-01-23 10:17:47.376123
584,Desktop,Success,2025-07-21 10:17:47.376125
67,Desktop,Failed,2025-10-06 10:17:47.376126
182,Desktop,Success,2025-08-06 10:17:47.376128
42,Mobile,Failed,2025-07-17 10:17:47.376129
380,Mobile,Success,2025-09-28 10:17:47.376131
98,Desktop,Failed,2025-12-01 10:17:47.376132
306,Mobile,Failed,2026-04-22 10:17:47.376134
590,Desktop,Failed,2025-12-04 10:17:47.376135
847,Desktop,Success,2026-01-08 10:17:47.376137
576,Mobile,Success,2026-01-22 10:17:47.376138
457,Mobile,Failed,2025-06-16 10:17:47.376140
682,Mobile,Failed,2026-04-27 10:17:47.376141
735,Desktop,Success,2025-09-10 10:17:47.376143
221,Desktop,Failed,2025-11-18 10:17:47.376144
682,Desktop,Failed,2025-12-05 10:17:47.376146
362,Mobile,Success,2025-11-20 10:17:47.376147
221,Desktop,Failed,2025-06-15 10:17:47.376149
769,Desktop,Failed,2026-04-11 10:17:47.376150
667,Desktop,Failed,2026-04-10 10:17:47.376152
50,Desktop,Failed,2025-06-06 10:17:47.376153
806,Desktop,Failed,2026-05-30 10:17:47.376155
143,Desktop,Failed,2025-11-30 10:17:47.376156
931,Desktop,Success,2025-11-14 10:17:47.376158
489,Desktop,Success,2025-07-17 10:17:47.376159
804,Desktop,Failed,2025-08-14 10:17:47.376161
319,Desktop,Success,2026-04-23 10:17:47.376162
369,Mobile,Failed,2025-12-30 10:17:47.376164
104,Mobile,Success,2025-07-19 10:17:47.376165
846,Mobile,Failed,2026-02-21 10:17:47.376167
614,Desktop,Failed,2025-11-22 10:17:47.376168
599,Mobile,Success,2025-06-19 10:17:47.376169
526,Desktop,Failed,2025-12-21 10:17:47.376171
399,Desktop,Success,2026-01-13 10:17:47.376172
139,Desktop,Success,2025-12-26 10:17:47.376174
436,Desktop,Success,2026-05-10 10:17:47.376175
193,Desktop,Success,2025-10-10 10:17:47.376177
386,Mobile,Failed,2025-07-07 10:17:47.376178
279,Mobile,Success,2025-11-16 10:17:47.376180
205,Desktop,Failed,2025-06-11 10:17:47.376181
759,Desktop,Failed,2026-05-26 10:17:47.376182
45,Desktop,Success,2025-07-08 10:17:47.376184
832,Desktop,Success,2025-12-16 10:17:47.376185
16,Mobile,Failed,2025-09-13 10:17:47.376187
451,Mobile,Failed,2025-07-12 10:17:47.376188
256,Mobile,Failed,2026-01-10 10:17:47.376190
592,Mobile,Success,2025-06-16 10:17:47.376191
919,Desktop,Failed,2025-08-24 10:17:47.376193
817,Mobile,Success,2026-04-15 10:17:47.376194
409,Desktop,Success,2025-06-05 10:17:47.376196
304,Mobile,Success,2025-08-12 10:17:47.376197
306,Desktop,Success,2026-03-25 10:17:47.376198
432,Desktop,Failed,2025-12-19 10:17:47.376200
892,Desktop,Success,2025-06-06 10:17:47.376201
487,Desktop,Failed,2025-11-02 10:17:47.376209
38,Mobile,Failed,2026-01-02 10:17:47.376211
565,Desktop,Success,2026-05-03 10:17:47.376212
774,Desktop,Failed,2026-02-26 10:17:47.376214
563,Mobile,Failed,2026-04-20 10:17:47.376215
524,Desktop,Failed,2025-08-19 10:17:47.376217
382,Mobile,Failed,2025-08-15 10:17:47.376218
724,Desktop,Failed,2025-12-18 10:17:47.376220
485,Desktop,Success,2025-08-11 10:17:47.376221
646,Mobile,Failed,2026-04-25 10:17:47.376223
352,Mobile,Failed,2025-06-15 10:17:47.376224
791,Mobile,Failed,2025-12-13 10:17:47.376225
686,Desktop,Success,2026-03-14 10:17:47.376227
749,Mobile,Failed,2025-10-12 10:17:47.376228
855,Desktop,Success,2026-05-05 10:17:47.376230
540,Desktop,Failed,2025-06-27 10:17:47.376231
681,Mobile,Failed,2025-11-24 10:17:47.376233
334,Desktop,Success,2025-11-17 10:17:47.376234
695,Desktop,Success,2026-01-24 10:17:47.376236
42,Mobile,Success,2025-12-12 10:17:47.376237
135,Mobile,Failed,2026-05-12 10:17:47.376239
854,Desktop,Failed,2025-06-09 10:17:47.376241
137,Desktop,Success,2025-11-29 10:17:47.376242
805,Desktop,Failed,2026-01-30 10:17:47.376244
470,Desktop,Success,2026-05-01 10:17:47.376245
247,Desktop,Success,2025-07-11 10:17:47.376247
681,Desktop,Success,2026-05-19 10:17:47.376249
361,Desktop,Success,2025-10-24 10:17:47.376250
167,Desktop,Success,2025-06-28 10:17:47.376251
206,Mobile,Success,2025-12-16 10:17:47.376253
842,Desktop,Success,2025-08-25 10:17:47.376255
696,Desktop,Success,2026-02-04 10:17:47.376256
282,Mobile,Failed,2025-12-14 10:17:47.376258
998,Desktop,Failed,2026-01-29 10:17:47.376259
628,Mobile,Failed,2025-06-19 10:17:47.376261
577,Mobile,Failed,2026-04-11 10:17:47.376262
620,Desktop,Success,2026-01-23 10:17:47.376264
219,Mobile,Success,2025-06-06 10:17:47.376265
9,Desktop,Success,2026-03-08 10:17:47.376267
119,Desktop,Failed,2026-01-17 10:17:47.376268
493,Mobile,Success,2025-09-15 10:17:47.376270
151,Mobile,Failed,2026-03-08 10:17:47.376271
830,Mobile,Success,2026-01-05 10:17:47.376273
963,Desktop,Success,2025-11-29 10:17:47.376274
463,Desktop,Failed,2025-06-16 10:17:47.376276
830,Desktop,Success,2026-01-05 10:17:47.376277
492,Desktop,Failed,2025-08-27 10:17:47.376278
523,Desktop,Failed,2026-04-13 10:17:47.376280
277,Desktop,Failed,2026-01-25 10:17:47.376281
28,Mobile,Success,2026-02-21 10:17:47.376283
282,Mobile,Failed,2025-10-21 10:17:47.376284
359,Mobile,Success,2025-06-23 10:17:47.376286
518,Desktop,Failed,2025-07-29 10:17:47.376287
753,Desktop,Failed,2026-03-07 10:17:47.376288
630,Desktop,Failed,2025-10-21 10:17:47.376290
51,Desktop,Failed,2025-06-15 10:17:47.376291
3,Mobile,Success,2025-12-11 10:17:47.376293
642,Desktop,Success,2025-11-08 10:17:47.376294
319,Mobile,Failed,2025-07-13 10:17:47.376296
114,Desktop,Success,2025-08-14 10:17:47.376297
107,Desktop,Failed,2025-10-18 10:17:47.376299
351,Mobile,Success,2026-01-23 10:17:47.376300
733,Desktop,Success,2026-05-05 10:17:47.376301
434,Mobile,Failed,2026-02-19 10:17:47.376303
