account_id,customer_id,account_type,balance
248,470,SAVINGS,20834
249,296,SAVINGS,36635
250,32,CHEQUING,19742
251,239,SAVINGS,9741
252,94,SAVINGS,6299
253,134,SAVINGS,15643
254,834,SAVINGS,26977
255,865,SAVINGS,2578
256,203,SAVINGS,13663
257,901,CHEQUING,35075
258,596,CHEQUING,10667
259,932,SAVINGS,2873
260,405,SAVINGS,21042
261,152,SAVINGS,44928
262,507,SAVINGS,32337
263,723,CHEQUING,21874
264,48,SAVINGS,29449
265,244,SAVINGS,39303
266,803,CHEQUING,43651
267,641,CHEQUING,24143
268,707,CHEQUING,29975
269,647,CHEQUING,37477
270,393,SAVINGS,12380
271,66,SAVINGS,20517
272,53,CHEQUING,49140
273,928,SAVINGS,22309
274,674,SAVINGS,27691
275,329,SAVINGS,5393
276,47,SAVINGS,11644
277,972,SAVINGS,47944
278,165,CHEQUING,15306
279,110,CHEQUING,36397
280,275,SAVINGS,15952
281,948,CHEQUING,249
282,355,CHEQUING,28154
283,655,SAVINGS,14057
284,345,SAVINGS,24071
285,134,CHEQUING,36246
286,315,CHEQUING,9069
287,14,CHEQUING,291
288,796,CHEQUING,15794
289,427,CHEQUING,29455
290,702,SAVINGS,25714
291,112,SAVINGS,8582
292,402,SAVINGS,4398
293,414,CHEQUING,5761
294,769,SAVINGS,45770
295,555,SAVINGS,27920
296,129,CHEQUING,14279
297,12,SAVINGS,42988
298,626,SAVINGS,10808
299,215,CHEQUING,37026
300,770,CHEQUING,43533
301,383,SAVINGS,24198
302,175,CHEQUING,46731
303,906,SAVINGS,12003
304,586,SAVINGS,42543
305,11,CHEQUING,4064
306,301,SAVINGS,1469
307,729,SAVINGS,45279
308,819,SAVINGS,25298
309,295,CHEQUING,6810
310,697,SAVINGS,28610
311,578,CHEQUING,25744
312,353,SAVINGS,25706
313,920,CHEQUING,337
314,483,SAVINGS,16804
315,484,SAVINGS,34111
316,878,CHEQUING,14991
317,870,CHEQUING,47162
318,375,CHEQUING,32443
319,95,SAVINGS,8763
320,710,CHEQUING,22138
321,585,CHEQUING,26810
322,613,SAVINGS,47344
323,611,SAVINGS,12955
324,844,CHEQUING,23571
325,655,SAVINGS,25009
326,109,SAVINGS,47532
327,141,CHEQUING,5692
328,78,SAVINGS,2299
329,173,CHEQUING,28683
330,886,CHEQUING,2126
331,406,CHEQUING,1866
332,123,SAVINGS,1423
333,664,CHEQUING,20650
334,799,SAVINGS,39192
335,883,CHEQUING,46277
336,754,SAVINGS,41691
337,426,CHEQUING,38791
338,839,SAVINGS,49466
339,524,CHEQUING,39789
340,502,SAVINGS,13224
341,948,SAVINGS,18066
342,953,SAVINGS,24729
343,370,CHEQUING,17048
344,629,CHEQUING,37362
345,604,SAVINGS,25851
346,170,SAVINGS,49239
347,838,SAVINGS,31995
348,533,CHEQUING,22534
349,115,SAVINGS,20386
350,250,CHEQUING,43129
351,243,SAVINGS,44114
352,840,SAVINGS,18127
353,153,SAVINGS,35269
354,146,SAVINGS,39191
355,371,SAVINGS,13508
356,815,CHEQUING,33990
357,626,SAVINGS,15897
358,307,SAVINGS,40140
359,275,SAVINGS,23101
360,947,CHEQUING,38038
361,251,CHEQUING,3825
362,745,SAVINGS,42428
363,239,SAVINGS,49489
364,36,SAVINGS,37453
365,450,SAVINGS,14553
366,762,SAVINGS,41137
367,631,CHEQUING,35295
368,257,SAVINGS,13234
369,567,CHEQUING,35381
370,759,CHEQUING,22793
371,516,SAVINGS,12200
372,952,SAVINGS,1002
373,470,SAVINGS,18688
374,634,SAVINGS,6363
375,699,CHEQUING,22503
376,696,CHEQUING,45345
377,354,CHEQUING,3049
378,493,SAVINGS,30478
379,464,CHEQUING,46031
380,563,CHEQUING,35978
381,845,SAVINGS,21870
382,495,CHEQUING,47571
383,689,SAVINGS,48700
384,819,CHEQUING,29547
385,657,CHEQUING,47974
386,942,SAVINGS,32047
387,64,SAVINGS,25827
388,444,SAVINGS,39355
389,92,SAVINGS,12509
390,9,CHEQUING,15915
391,955,SAVINGS,34739
392,910,CHEQUING,28998
393,90,SAVINGS,25008
394,225,SAVINGS,14550
395,907,SAVINGS,3887
396,632,SAVINGS,38209
397,534,SAVINGS,35266
398,19,SAVINGS,36175
399,267,SAVINGS,6745
400,915,SAVINGS,20387
401,218,SAVINGS,8347
402,859,SAVINGS,28228
403,671,CHEQUING,47255
404,661,CHEQUING,2968
405,296,SAVINGS,11241
406,135,CHEQUING,30562
407,718,CHEQUING,39809
408,971,CHEQUING,36336
409,995,CHEQUING,778
410,242,SAVINGS,42393
411,750,SAVINGS,1475
412,197,SAVINGS,44991
413,68,SAVINGS,20015
414,345,SAVINGS,33684
415,255,CHEQUING,46931
416,110,CHEQUING,18679
417,828,CHEQUING,7759
418,742,SAVINGS,18025
419,470,CHEQUING,27231
420,265,CHEQUING,16837
421,112,CHEQUING,49690
422,436,CHEQUING,43969
423,206,SAVINGS,31167
424,806,SAVINGS,5547
425,745,CHEQUING,46110
426,320,SAVINGS,27198
427,805,SAVINGS,41734
428,50,SAVINGS,48487
429,688,CHEQUING,37146
430,39,CHEQUING,24274
431,295,CHEQUING,22300
432,919,CHEQUING,39529
433,875,SAVINGS,33504
434,682,SAVINGS,3906
435,993,SAVINGS,44176
436,812,SAVINGS,10527
437,302,CHEQUING,25991
438,566,CHEQUING,4870
439,457,CHEQUING,18272
440,303,SAVINGS,45923
441,181,CHEQUING,34561
442,116,CHEQUING,25432
443,36,CHEQUING,44771
444,886,CHEQUING,47259
445,605,CHEQUING,48952
446,1000,SAVINGS,12700
447,558,SAVINGS,39984
448,414,CHEQUING,11389
449,702,CHEQUING,7638
450,146,CHEQUING,39789
451,887,CHEQUING,17879
452,599,CHEQUING,8382
453,707,SAVINGS,9133
454,863,CHEQUING,3002
455,341,SAVINGS,48245
456,491,SAVINGS,42719
457,928,CHEQUING,9952
458,817,SAVINGS,40482
459,961,SAVINGS,44065
460,35,CHEQUING,24815
461,118,SAVINGS,39909
462,404,CHEQUING,43397
463,716,SAVINGS,47773
464,444,SAVINGS,48362
465,194,SAVINGS,45357
466,935,CHEQUING,14634
467,490,CHEQUING,36699
468,481,CHEQUING,1225
469,124,CHEQUING,49373
470,625,SAVINGS,30207
471,9,SAVINGS,10597
472,18,CHEQUING,37175
473,180,SAVINGS,19523
474,382,CHEQUING,895
475,211,SAVINGS,29912
476,136,SAVINGS,33717
477,792,SAVINGS,3144
478,595,CHEQUING,21983
479,653,SAVINGS,30719
480,933,CHEQUING,19935
481,440,CHEQUING,10568
482,972,CHEQUING,44819
483,51,CHEQUING,23856
484,960,CHEQUING,19463
485,857,SAVINGS,25526
486,869,SAVINGS,916
487,373,CHEQUING,22369
488,179,SAVINGS,38024
489,671,CHEQUING,39245
490,167,CHEQUING,47896
491,323,CHEQUING,22436
492,635,CHEQUING,8805
493,60,SAVINGS,33132
494,950,SAVINGS,3892
495,280,SAVINGS,43397
496,171,SAVINGS,12037
497,562,SAVINGS,48635
498,476,SAVINGS,17667
499,550,SAVINGS,953
500,776,CHEQUING,32202
501,334,SAVINGS,32462
502,88,SAVINGS,582
503,16,SAVINGS,6304
504,283,SAVINGS,36711
505,939,CHEQUING,27266
506,825,SAVINGS,27231
507,985,CHEQUING,11513
508,967,SAVINGS,14282
509,517,CHEQUING,48660
510,321,CHEQUING,19786
511,532,CHEQUING,26109
512,745,SAVINGS,49061
513,817,CHEQUING,38636
514,736,CHEQUING,35512
515,44,SAVINGS,4998
516,884,SAVINGS,25752
517,680,CHEQUING,40509
518,476,SAVINGS,42235
519,117,SAVINGS,48135
520,832,CHEQUING,27126
521,159,CHEQUING,29875
522,462,SAVINGS,4485
523,534,CHEQUING,2227
524,758,SAVINGS,21769
525,479,SAVINGS,10904
526,517,CHEQUING,28873
527,598,SAVINGS,47407
528,609,CHEQUING,18256
529,94,CHEQUING,5697
530,968,CHEQUING,1139
531,764,SAVINGS,8236
532,124,SAVINGS,10898
533,8,SAVINGS,7790
534,175,CHEQUING,21816
535,606,SAVINGS,21065
536,588,SAVINGS,38857
537,379,CHEQUING,36165
538,911,CHEQUING,35793
539,688,CHEQUING,13250
540,812,SAVINGS,46848
541,934,CHEQUING,3509
542,791,SAVINGS,9390
543,961,CHEQUING,6843
544,880,SAVINGS,22631
545,459,SAVINGS,22284
546,246,CHEQUING,5795
547,359,SAVINGS,2825
548,177,SAVINGS,33702
549,515,CHEQUING,4752
550,640,SAVINGS,47355
551,426,SAVINGS,32043
552,738,SAVINGS,44622
553,165,SAVINGS,3079
554,421,CHEQUING,37234
555,626,CHEQUING,10080
556,249,CHEQUING,628
557,915,CHEQUING,2344
558,875,CHEQUING,13459
559,95,CHEQUING,3399
560,754,SAVINGS,6604
561,20,SAVINGS,7395
562,766,SAVINGS,34967
563,446,CHEQUING,36530
564,694,CHEQUING,6618
565,899,SAVINGS,13745
566,800,CHEQUING,17550
567,111,SAVINGS,28297
568,292,SAVINGS,28624
569,547,CHEQUING,42332
570,164,SAVINGS,41659
571,223,CHEQUING,16056
572,888,SAVINGS,40504
573,518,SAVINGS,36187
574,790,SAVINGS,3611
575,773,SAVINGS,11574
576,397,SAVINGS,8295
577,859,SAVINGS,4163
578,213,SAVINGS,43337
579,928,SAVINGS,17328
580,54,CHEQUING,12881
581,622,CHEQUING,31250
582,212,CHEQUING,45634
583,199,CHEQUING,14665
584,237,SAVINGS,835
585,136,CHEQUING,18038
586,114,CHEQUING,42610
587,389,CHEQUING,23601
588,48,CHEQUING,46835
589,865,CHEQUING,4783
590,908,SAVINGS,35507
591,270,CHEQUING,118
592,719,CHEQUING,26259
593,846,SAVINGS,13256
594,655,SAVINGS,33247
595,832,SAVINGS,2352
596,479,SAVINGS,16381
597,461,CHEQUING,20089
598,588,CHEQUING,2598
599,534,CHEQUING,2475
600,873,SAVINGS,20658
601,501,SAVINGS,24308
602,245,SAVINGS,13039
603,402,CHEQUING,1273
604,462,SAVINGS,12515
605,44,SAVINGS,14049
606,448,SAVINGS,40115
607,482,CHEQUING,22091
608,278,SAVINGS,26575
609,236,CHEQUING,40765
610,914,CHEQUING,46560
611,531,SAVINGS,2323
612,172,SAVINGS,28577
613,589,SAVINGS,32092
614,933,SAVINGS,10030
615,91,SAVINGS,16142
616,397,SAVINGS,14195
617,196,SAVINGS,43411
618,873,SAVINGS,41081
619,93,CHEQUING,17337
620,539,SAVINGS,11002
621,326,CHEQUING,48986
622,977,SAVINGS,14189
623,681,SAVINGS,39249
624,756,SAVINGS,8490
625,338,SAVINGS,32129
626,326,SAVINGS,43198
627,327,CHEQUING,2186
628,960,SAVINGS,21808
629,875,SAVINGS,25657
630,437,SAVINGS,29617
631,980,CHEQUING,17002
632,390,CHEQUING,7328
633,924,CHEQUING,10375
634,923,SAVINGS,35404
635,234,SAVINGS,28872
636,850,SAVINGS,18452
637,748,CHEQUING,40059
638,119,CHEQUING,5371
639,923,SAVINGS,122
640,498,CHEQUING,27884
641,956,CHEQUING,13337
642,725,CHEQUING,41272
643,578,SAVINGS,18218
644,773,SAVINGS,35085
645,865,SAVINGS,20856
646,328,CHEQUING,48494
647,555,SAVINGS,22129
648,24,CHEQUING,44714
649,200,CHEQUING,26100
650,733,CHEQUING,19782
651,721,SAVINGS,33681
652,540,SAVINGS,30213
653,514,SAVINGS,31854
654,272,SAVINGS,24082
655,908,CHEQUING,41238
656,767,SAVINGS,9846
657,307,SAVINGS,24920
658,637,SAVINGS,24243
659,625,CHEQUING,10885
660,627,CHEQUING,30721
661,848,SAVINGS,9245
662,819,CHEQUING,32984
663,613,SAVINGS,10353
664,201,CHEQUING,17378
665,949,SAVINGS,15135
666,970,CHEQUING,34719
667,13,CHEQUING,30144
668,693,SAVINGS,41933
669,962,CHEQUING,23601
670,752,SAVINGS,46317
671,401,SAVINGS,32984
672,766,SAVINGS,48378
673,649,CHEQUING,12640
674,971,CHEQUING,2365
675,589,CHEQUING,36278
676,581,CHEQUING,9598
677,712,SAVINGS,44476
678,887,SAVINGS,16177
679,105,CHEQUING,1712
680,93,SAVINGS,36133
681,359,CHEQUING,47797
682,847,CHEQUING,13402
683,134,SAVINGS,29360
684,389,CHEQUING,674
685,692,SAVINGS,48603
686,1,CHEQUING,17266
687,110,CHEQUING,43442
688,27,CHEQUING,28205
689,7,CHEQUING,18905
690,409,CHEQUING,24207
691,923,SAVINGS,23500
692,255,SAVINGS,47493
693,198,CHEQUING,5115
694,62,SAVINGS,19120
695,613,CHEQUING,41914
696,397,CHEQUING,42609
697,250,CHEQUING,3652
698,193,SAVINGS,48706
699,492,CHEQUING,39913
700,164,CHEQUING,21117
701,396,SAVINGS,28657
702,109,SAVINGS,15445
703,616,CHEQUING,11033
704,824,SAVINGS,44481
705,541,CHEQUING,2153
706,702,SAVINGS,48855
707,44,SAVINGS,28550
708,91,SAVINGS,29300
709,189,CHEQUING,15725
710,154,SAVINGS,30273
711,393,SAVINGS,36565
712,274,SAVINGS,42925
713,649,CHEQUING,24293
714,528,CHEQUING,25081
715,493,SAVINGS,17894
716,604,CHEQUING,32681
717,525,CHEQUING,41852
718,817,CHEQUING,10292
719,300,CHEQUING,28947
720,155,SAVINGS,3211
721,376,CHEQUING,21602
722,577,CHEQUING,43824
723,198,CHEQUING,37920
724,810,CHEQUING,20159
725,13,SAVINGS,13026
726,188,CHEQUING,8610
727,234,SAVINGS,23508
728,927,CHEQUING,23847
729,38,SAVINGS,40748
730,483,CHEQUING,46082
731,606,CHEQUING,30797
732,195,SAVINGS,9338
733,764,SAVINGS,9068
734,306,CHEQUING,26663
735,625,SAVINGS,24631
736,549,SAVINGS,46350
737,818,CHEQUING,36562
738,956,SAVINGS,42331
739,926,SAVINGS,18365
740,697,CHEQUING,40129
741,43,CHEQUING,3038
742,710,SAVINGS,29627
743,474,SAVINGS,25294
744,779,CHEQUING,44282
745,188,CHEQUING,2746
746,728,CHEQUING,34326
747,371,SAVINGS,5436
748,120,SAVINGS,17566
749,78,SAVINGS,33562
750,303,CHEQUING,41170
751,231,CHEQUING,19592
752,967,CHEQUING,25566
753,549,SAVINGS,24145
754,727,CHEQUING,16243
755,793,CHEQUING,22098
756,711,SAVINGS,25310
757,139,CHEQUING,31634
758,940,CHEQUING,20499
759,413,CHEQUING,30075
760,244,CHEQUING,45655
761,356,CHEQUING,38657
762,730,SAVINGS,22601
763,43,SAVINGS,17254
764,225,SAVINGS,29925
765,149,SAVINGS,26112
766,567,CHEQUING,25106
767,248,CHEQUING,26604
768,604,SAVINGS,18228
769,920,CHEQUING,41844
770,554,SAVINGS,27848
771,325,SAVINGS,39682
772,456,CHEQUING,8559
773,50,SAVINGS,36190
774,561,SAVINGS,34762
775,394,CHEQUING,31759
776,59,CHEQUING,28468
777,883,CHEQUING,40047
778,607,SAVINGS,31608
779,515,SAVINGS,11705
780,363,CHEQUING,16723
781,482,CHEQUING,35435
782,807,CHEQUING,25979
783,669,SAVINGS,33190
784,919,CHEQUING,35504
785,628,CHEQUING,4778
786,444,CHEQUING,37826
787,340,SAVINGS,9140
788,543,CHEQUING,46810
789,890,CHEQUING,32966
790,621,CHEQUING,600
791,887,CHEQUING,6556
792,367,CHEQUING,47544
793,833,CHEQUING,14475
794,792,CHEQUING,47526
795,604,CHEQUING,14027
796,635,SAVINGS,15282
797,330,SAVINGS,20145
798,831,SAVINGS,19489
799,176,SAVINGS,37476
800,670,SAVINGS,31794
801,300,CHEQUING,19667
802,597,SAVINGS,38786
803,850,CHEQUING,11950
804,111,SAVINGS,45242
805,961,CHEQUING,385
806,325,CHEQUING,49496
807,782,SAVINGS,36734
808,608,CHEQUING,4975
809,72,CHEQUING,41897
810,949,CHEQUING,15404
811,925,CHEQUING,46083
812,914,CHEQUING,12910
813,492,CHEQUING,49081
814,911,SAVINGS,11767
815,215,CHEQUING,41454
816,117,CHEQUING,22262
817,469,CHEQUING,33199
818,207,SAVINGS,37923
819,220,CHEQUING,5715
820,613,CHEQUING,12435
821,497,SAVINGS,20052
822,727,SAVINGS,18898
823,73,CHEQUING,46522
824,772,CHEQUING,45949
825,533,CHEQUING,1222
826,652,CHEQUING,32080
827,20,SAVINGS,23682
828,148,CHEQUING,25420
829,815,CHEQUING,36538
830,101,SAVINGS,44860
831,328,CHEQUING,8202
832,815,SAVINGS,597
833,444,SAVINGS,42368
834,45,SAVINGS,26777
835,311,SAVINGS,21901
836,553,SAVINGS,17529
837,583,SAVINGS,31787
838,267,SAVINGS,48883
839,481,SAVINGS,20884
840,965,CHEQUING,21820
841,244,CHEQUING,42590
842,938,CHEQUING,49973
843,261,CHEQUING,17298
844,129,SAVINGS,40313
845,90,SAVINGS,22972
846,407,CHEQUING,39517
847,516,SAVINGS,27464
848,793,CHEQUING,14032
849,31,CHEQUING,49235
850,456,SAVINGS,37877
851,688,CHEQUING,15402
852,155,SAVINGS,6268
853,866,SAVINGS,26470
854,998,CHEQUING,13065
855,555,CHEQUING,27107
856,528,SAVINGS,26755
857,805,CHEQUING,9682
858,36,SAVINGS,15081
859,737,SAVINGS,18875
860,350,SAVINGS,34506
861,616,SAVINGS,41695
862,266,CHEQUING,32411
863,1000,CHEQUING,9548
864,928,CHEQUING,42305
865,865,SAVINGS,20587
866,886,SAVINGS,41712
867,527,CHEQUING,38941
868,700,SAVINGS,45162
869,123,CHEQUING,3567
870,902,CHEQUING,600
871,921,SAVINGS,28582
872,685,CHEQUING,35745
873,342,SAVINGS,14126
874,962,CHEQUING,5473
875,287,CHEQUING,40933
876,30,SAVINGS,13364
877,45,CHEQUING,28723
878,684,CHEQUING,40134
879,524,CHEQUING,36813
880,596,SAVINGS,1688
881,567,CHEQUING,40414
882,401,SAVINGS,40658
883,762,SAVINGS,42987
884,631,CHEQUING,41406
885,225,SAVINGS,42282
886,782,SAVINGS,5338
887,572,SAVINGS,10373
888,612,CHEQUING,39673
889,343,CHEQUING,17823
890,793,SAVINGS,8383
891,159,SAVINGS,15748
892,323,SAVINGS,15991
893,998,SAVINGS,20993
894,64,SAVINGS,15104
895,630,CHEQUING,7175
896,109,CHEQUING,41196
897,114,SAVINGS,16363
898,662,SAVINGS,28621
899,72,CHEQUING,19327
900,702,CHEQUING,5686
901,746,SAVINGS,45809
902,25,SAVINGS,48332
903,309,SAVINGS,23498
904,293,CHEQUING,39361
905,573,CHEQUING,8694
906,482,CHEQUING,2733
907,476,CHEQUING,48464
908,873,SAVINGS,45513
909,724,SAVINGS,5571
910,92,SAVINGS,40198
911,218,CHEQUING,2750
912,481,CHEQUING,35109
913,646,SAVINGS,4445
914,354,CHEQUING,36532
915,217,CHEQUING,14166
916,678,CHEQUING,5294
917,866,SAVINGS,30489
918,812,CHEQUING,22866
919,712,SAVINGS,40331
920,459,CHEQUING,49377
921,944,CHEQUING,10639
922,829,CHEQUING,44424
923,491,SAVINGS,36505
924,151,CHEQUING,43839
925,755,CHEQUING,36003
926,654,SAVINGS,33346
927,24,SAVINGS,19781
928,978,CHEQUING,27627
929,975,SAVINGS,7424
930,632,CHEQUING,10855
931,785,CHEQUING,32900
932,298,CHEQUING,12186
933,660,SAVINGS,41917
934,460,CHEQUING,131
935,899,CHEQUING,47770
936,888,CHEQUING,183
937,702,CHEQUING,40841
938,668,CHEQUING,25146
939,395,CHEQUING,30986
940,993,SAVINGS,38994
941,373,SAVINGS,48525
942,910,SAVINGS,11434
943,890,SAVINGS,48075
944,873,CHEQUING,26734
945,703,SAVINGS,151
946,140,CHEQUING,44228
947,802,SAVINGS,47841
948,904,CHEQUING,39794
949,784,CHEQUING,27363
950,771,SAVINGS,48437
951,945,CHEQUING,15527
952,140,CHEQUING,48535
953,765,SAVINGS,49325
954,275,CHEQUING,45413
955,251,CHEQUING,20842
956,801,CHEQUING,23840
957,153,SAVINGS,33984
958,669,SAVINGS,6409
959,404,SAVINGS,22446
960,392,CHEQUING,36247
961,755,SAVINGS,13567
962,489,CHEQUING,28540
963,851,SAVINGS,37674
964,167,CHEQUING,14975
965,736,CHEQUING,1825
966,184,CHEQUING,47666
967,595,SAVINGS,13286
968,322,CHEQUING,5366
969,702,CHEQUING,33699
970,459,SAVINGS,29671
971,276,CHEQUING,25276
972,706,SAVINGS,2516
973,209,SAVINGS,5025
974,828,CHEQUING,19936
975,848,CHEQUING,10325
976,817,SAVINGS,9520
977,660,CHEQUING,279
978,154,SAVINGS,38964
979,682,SAVINGS,21932
980,706,CHEQUING,35339
981,20,CHEQUING,33467
982,392,CHEQUING,31111
983,708,CHEQUING,36073
984,374,CHEQUING,39916
985,795,SAVINGS,41661
986,156,SAVINGS,46749
987,939,CHEQUING,32717
988,535,CHEQUING,5102
989,743,CHEQUING,32942
990,353,SAVINGS,7514
991,951,CHEQUING,44915
992,127,SAVINGS,38796
993,943,SAVINGS,34114
994,445,CHEQUING,15003
995,429,SAVINGS,13609
996,231,CHEQUING,9770
997,413,CHEQUING,11785
998,747,CHEQUING,32809
999,380,CHEQUING,35166
